rule_id,run,generation_line,generation,relative_path,rule_index,categories,rule_text,classification_reason
00639,12 Real Run 1,generationLine2,3,12 Real Run 1\RunData\generationLine2\3\knowledgebase.txt,2,,Melee attack closest hostile(s) if <4 blocks; use bow only >4 blocks and save arrows.,
00640,12 Real Run 1,generationLine2,3,12 Real Run 1\RunData\generationLine2\3\knowledgebase.txt,3,Communication,Message teammate immediately on new threats and after fights: specify closest mobs by ID and distance.,"explicit speaking, messaging, alerting, or communication/logging control"
00641,12 Real Run 1,generationLine2,3,12 Real Run 1\RunData\generationLine2\3\knowledgebase.txt,4,Self Preservation,Eat bread immediately when taking damage; interleave with attacking multiple closest threats.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00642,12 Real Run 1,generationLine2,3,12 Real Run 1\RunData\generationLine2\3\knowledgebase.txt,5,,Never idle or do nothing if hostiles are present; always act on nearest threats.,
00643,12 Real Run 1,generationLine2,3,12 Real Run 1\RunData\generationLine2\3\knowledgebase.txt,6,Communication|Self Preservation,Stay alert between waves; restore health/hunger fully.,"explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00644,12 Real Run 1,generationLine2,3,12 Real Run 1\RunData\generationLine2\3\knowledgebase.txt,7,Self Preservation,"If solo, eat first then attack nearest threat.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00645,12 Real Run 1,generationLine2,4,12 Real Run 1\RunData\generationLine2\4\knowledgebase.txt,1,,Equip stone sword in hand and leather chestplate immediately upon pickup.,
00646,12 Real Run 1,generationLine2,4,12 Real Run 1\RunData\generationLine2\4\knowledgebase.txt,2,,Attack only the single closest hostile: melee if <4 blocks; bow only >4 blocks and save arrows.,
00647,12 Real Run 1,generationLine2,4,12 Real Run 1\RunData\generationLine2\4\knowledgebase.txt,3,Communication,"Message teammates on new threats and after fights: ""Threat: zombie ID at X blocks"" for closest 1-2.","explicit speaking, messaging, alerting, or communication/logging control"
00648,12 Real Run 1,generationLine2,4,12 Real Run 1\RunData\generationLine2\4\knowledgebase.txt,4,Self Preservation,"If health <10 or taking damage, eat bread until full first; do not attack or interleave until recovered >15.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00649,12 Real Run 1,generationLine2,4,12 Real Run 1\RunData\generationLine2\4\knowledgebase.txt,5,Self Preservation,Never idle if hostiles present or low health; prioritize eat or nearest threat.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00650,12 Real Run 1,generationLine2,4,12 Real Run 1\RunData\generationLine2\4\knowledgebase.txt,6,Communication|Self Preservation,Stay alert between waves; restore health/hunger fully.,"explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00651,12 Real Run 1,generationLine2,4,12 Real Run 1\RunData\generationLine2\4\knowledgebase.txt,7,Communication|Self Preservation,"If no teammates, skip messages; eat first then attack nearest threat.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00652,12 Real Run 1,generationLine2,5,12 Real Run 1\RunData\generationLine2\5\knowledgebase.txt,1,Communication,Equip leather chestplate immediately upon pickup; message teammates your status.,"explicit speaking, messaging, alerting, or communication/logging control"
00653,12 Real Run 1,generationLine2,5,12 Real Run 1\RunData\generationLine2\5\knowledgebase.txt,2,,"Equip stone sword before melee (<4 blocks); equip bow before bow attack (>4 blocks, conserve arrows).",
00654,12 Real Run 1,generationLine2,5,12 Real Run 1\RunData\generationLine2\5\knowledgebase.txt,3,,Attack only the single closest hostile: melee if <4 blocks; bow only >4 blocks.,
00655,12 Real Run 1,generationLine2,5,12 Real Run 1\RunData\generationLine2\5\knowledgebase.txt,4,Communication,"Message teammates on new threats and kills: ""Threat: zombie ID at X blocks"" for closest 1-2; ""ID eliminated"".","explicit speaking, messaging, alerting, or communication/logging control"
00656,12 Real Run 1,generationLine2,5,12 Real Run 1\RunData\generationLine2\5\knowledgebase.txt,5,Communication|Self Preservation,"If health <10, low health event, or taking damage: ONLY eat_bread_until_full; no attacks, equips, messages, or other actions until >15.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00657,12 Real Run 1,generationLine2,5,12 Real Run 1\RunData\generationLine2\5\knowledgebase.txt,6,Self Preservation,"Never idle (do_nothing) if hostiles present, low health/recovering, or threats incoming; eat or attack nearest.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00658,12 Real Run 1,generationLine2,5,12 Real Run 1\RunData\generationLine2\5\knowledgebase.txt,7,Communication|Self Preservation,Stay alert between waves; restore health/hunger fully if below max.,"explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00659,12 Real Run 1,generationLine2,5,12 Real Run 1\RunData\generationLine2\5\knowledgebase.txt,8,Communication|Self Preservation,"If no teammates, skip messages; eat first then attack nearest threat.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00660,13 Real Run 2 removed skills,generationLine1,2,13 Real Run 2 removed skills\RunData\generationLine1\2\knowledgebase.txt,1,Communication|Self Preservation,"Immediately pick up and announce loot (e.g., Stone Sword, Bow+Arrows, Leather Tunic, Bread, Oak Planks) to team.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00661,13 Real Run 2 removed skills,generationLine1,2,13 Real Run 2 removed skills\RunData\generationLine1\2\knowledgebase.txt,2,Mutualism|Spatial Coordination & Architecture,"In flat worlds without cover, coordinate to build trench/wall at X1 Y0 Z1 using 40 Oak Planks before hostiles spawn.","explicit role, coverage, cooperation, or tactical task-splitting language; explicit positioning, distance, retreat movement, pathing, or environment alteration"
00662,13 Real Run 2 removed skills,generationLine1,2,13 Real Run 2 removed skills\RunData\generationLine1\2\knowledgebase.txt,3,Cultural Scientific Method - Testing & Meta-Gaming,"Propose specific positions and start building defenses early via new_action or build_defensive_structure (height 2, material oak_planks).","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
00663,13 Real Run 2 removed skills,generationLine1,2,13 Real Run 2 removed skills\RunData\generationLine1\2\knowledgebase.txt,4,Communication,"When hostiles approach (within 5 blocks), message team to reinforce and add blocks immediately.","explicit speaking, messaging, alerting, or communication/logging control"
00664,13 Real Run 2 removed skills,generationLine1,2,13 Real Run 2 removed skills\RunData\generationLine1\2\knowledgebase.txt,5,Self Preservation,Avoid idling (do_nothing); always act on loot or threats.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00665,13 Real Run 2 removed skills,generationLine1,2,13 Real Run 2 removed skills\RunData\generationLine1\2\knowledgebase.txt,6,,Prioritize team cover over solo actions.,
00666,13 Real Run 2 removed skills,generationLine1,3,13 Real Run 2 removed skills\RunData\generationLine1\3\knowledgebase.txt,1,Communication|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Immediately pick up, announce full loot details (e.g., ""1 Stone Sword, 1 Bow, 24 Arrows, 1 Leather Tunic, 12 Bread, 40 Oak Planks"") to team, and use new_action to define ""build_defensive_wall"" (position X1 Y0 Z1, length 3, height 2, oak_planks) and ""shoot_zombie"" (zombie, arrowCount 1-3, targetId).","explicit speaking, messaging, alerting, or communication/logging control; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00667,13 Real Run 2 removed skills,generationLine1,3,13 Real Run 2 removed skills\RunData\generationLine1\3\knowledgebase.txt,2,Mutualism|Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming,"In flat worlds without cover, coordinate to propose exact position (1,0,1) and execute build_defensive_wall via new_action early, before hostiles spawn.","explicit role, coverage, cooperation, or tactical task-splitting language; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
00668,13 Real Run 2 removed skills,generationLine1,3,13 Real Run 2 removed skills\RunData\generationLine1\3\knowledgebase.txt,3,Communication|Spatial Coordination & Architecture,"When hostiles approach (within 5 blocks), announce IDs/distances, shoot nearest specific zombie (targetId, 1-3 arrows) first, then reinforce wall; skip building if <3 blocks away.","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration"
00669,13 Real Run 2 removed skills,generationLine1,3,13 Real Run 2 removed skills\RunData\generationLine1\3\knowledgebase.txt,4,,"If teammate dies, continue solo shooting remaining hostiles with higher arrowCount.",
00670,13 Real Run 2 removed skills,generationLine1,3,13 Real Run 2 removed skills\RunData\generationLine1\3\knowledgebase.txt,5,Self Preservation,"Avoid idling (do_nothing), direct calls to undefined actions, or building during close approaches; always act on loot/threats.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00671,13 Real Run 2 removed skills,generationLine1,3,13 Real Run 2 removed skills\RunData\generationLine1\3\knowledgebase.txt,6,Cultural Scientific Method - Testing & Meta-Gaming,"Prioritize team defense early, then adaptive combat.","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
00672,13 Real Run 2 removed skills,generationLine1,4,13 Real Run 2 removed skills\RunData\generationLine1\4\knowledgebase.txt,1,Cultural Scientific Method - Testing & Meta-Gaming,"Immediately upon loot pickup event, send_message exact loot details (e.g., ""I have picked up:\n- 1 Stone Sword\n- 1 Bow\n- 24 Arrows\n- 1 Leather Tunic\n- 12 Bread\n- 40 Oak Planks"") to teammate, then new_action define ""build_defensive_wall"" with exact args [""(1,0,1)"", {""height"":2,""length"":3,""material"":""oak_planks""}] and ""shoot_zombie"" with args [""zombie"", {""arrowCount"":1-3,""targetId"":null}].","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
00673,13 Real Run 2 removed skills,generationLine1,4,13 Real Run 2 removed skills\RunData\generationLine1\4\knowledgebase.txt,2,,"In flat worlds without cover, propose position (1,0,1) via send_message only if teammate silent; else immediately execute build_defensive_wall yourself post-loot-do not wait for confirmation.",
00674,13 Real Run 2 removed skills,generationLine1,4,13 Real Run 2 removed skills\RunData\generationLine1\4\knowledgebase.txt,3,,"When hostiles approach (<5 blocks), send_message ""Hostiles: [ID dist]"" list, shoot nearest zombie (targetId, arrowCount=3) first, then others; skip building if <3 blocks.",
00675,13 Real Run 2 removed skills,generationLine1,4,13 Real Run 2 removed skills\RunData\generationLine1\4\knowledgebase.txt,4,,"If teammate dies or absent, solo shoot all remaining with arrowCount=3.",
00676,13 Real Run 2 removed skills,generationLine1,4,13 Real Run 2 removed skills\RunData\generationLine1\4\knowledgebase.txt,5,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,Avoid send_message proposals after your own loot pickup-instead build; never add builderId/receivers/Bot names to new_action args; avoid idling or undefined actions.,"explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00677,13 Real Run 2 removed skills,generationLine1,4,13 Real Run 2 removed skills\RunData\generationLine1\4\knowledgebase.txt,6,Spatial Coordination & Architecture,"Prioritize instant wall on loot, max-arrow shots on threats.","explicit positioning, distance, retreat movement, pathing, or environment alteration"
00678,13 Real Run 2 removed skills,generationLine1,5,13 Real Run 2 removed skills\RunData\generationLine1\5\knowledgebase.txt,1,Communication|Cultural Scientific Method - Testing & Meta-Gaming,"Immediately upon loot pickup event, send_message the FULL exact loot details (paste entire list as one message, e.g., ""I have picked up:\n- 1 Stone Sword\n- 1 Bow\n- 24 Arrows\n- 1 Leather Tunic\n- 12 Bread\n- 40 Oak Planks"") to teammate, THEN in the SAME response new_action ""build_defensive_wall"" with EXACT args [""(1,0,1)"", {""height"":2,""length"":3,""material"":""oak_planks""}].","explicit speaking, messaging, alerting, or communication/logging control; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
00679,13 Real Run 2 removed skills,generationLine1,5,13 Real Run 2 removed skills\RunData\generationLine1\5\knowledgebase.txt,2,Communication,"Upon receiving teammate loot message, do NOT relay, echo, or split items-stay silent.","explicit speaking, messaging, alerting, or communication/logging control"
00680,13 Real Run 2 removed skills,generationLine1,5,13 Real Run 2 removed skills\RunData\generationLine1\5\knowledgebase.txt,3,Spatial Coordination & Architecture,Always build wall yourself immediately after own loot in flat worlds without cover; no proposals or waiting.,"explicit positioning, distance, retreat movement, pathing, or environment alteration"
00681,13 Real Run 2 removed skills,generationLine1,5,13 Real Run 2 removed skills\RunData\generationLine1\5\knowledgebase.txt,4,,"When hostiles <5 blocks, send_message ""Hostiles: [ID dist]"" (full list), shoot nearest zombie first (targetId, arrowCount=3), then others; skip building if <3 blocks.",
00682,13 Real Run 2 removed skills,generationLine1,5,13 Real Run 2 removed skills\RunData\generationLine1\5\knowledgebase.txt,5,,"If teammate absent/dead, solo shoot ALL hostiles with arrowCount=3 each.",
00683,13 Real Run 2 removed skills,generationLine1,5,13 Real Run 2 removed skills\RunData\generationLine1\5\knowledgebase.txt,6,Communication|Self Preservation,"Avoid partial/split messages, proposals/waiting after own loot, Bot names in args, idling/empty responses.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00684,13 Real Run 2 removed skills,generationLine1,5,13 Real Run 2 removed skills\RunData\generationLine1\5\knowledgebase.txt,7,Spatial Coordination & Architecture,"Prioritize: wall instantly on loot, max-arrow (3) aggressive shots on every threat.","explicit positioning, distance, retreat movement, pathing, or environment alteration"
00685,14 Real Run 3 - 20 generations,generationLine1,2,14 Real Run 3 - 20 generations\RunData\generationLine1\2\knowledgebase.txt,1,Self Preservation,Equip leather tunic immediately for armor.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00686,14 Real Run 3 - 20 generations,generationLine1,2,14 Real Run 3 - 20 generations\RunData\generationLine1\2\knowledgebase.txt,2,Self Preservation,Prioritize bow attacks on closest zombies (under 5 blocks) to stay safe.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00687,14 Real Run 3 - 20 generations,generationLine1,2,14 Real Run 3 - 20 generations\RunData\generationLine1\2\knowledgebase.txt,3,Self Preservation,Eat bread until full whenever health drops low.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00688,14 Real Run 3 - 20 generations,generationLine1,2,14 Real Run 3 - 20 generations\RunData\generationLine1\2\knowledgebase.txt,4,Mutualism|Self Preservation,Avoid melee unless no arrows left; ranged minimizes damage.,"explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00689,14 Real Run 3 - 20 generations,generationLine1,2,14 Real Run 3 - 20 generations\RunData\generationLine1\2\knowledgebase.txt,5,Communication,"Send messages on zombie kills, arrow/bread usage, and urge teammate to stay close.","explicit speaking, messaging, alerting, or communication/logging control"
00690,14 Real Run 3 - 20 generations,generationLine1,2,14 Real Run 3 - 20 generations\RunData\generationLine1\2\knowledgebase.txt,6,Spatial Coordination & Architecture,Move toward teammate coordinates to group up.,"explicit positioning, distance, retreat movement, pathing, or environment alteration"
00691,14 Real Run 3 - 20 generations,generationLine1,2,14 Real Run 3 - 20 generations\RunData\generationLine1\2\knowledgebase.txt,7,,Pick up any dropped bows or arrows.,
00692,14 Real Run 3 - 20 generations,generationLine1,3,14 Real Run 3 - 20 generations\RunData\generationLine1\3\knowledgebase.txt,1,Self Preservation,Equip leather tunic immediately for armor.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00693,14 Real Run 3 - 20 generations,generationLine1,3,14 Real Run 3 - 20 generations\RunData\generationLine1\3\knowledgebase.txt,2,Spatial Coordination & Architecture,Move toward teammate coordinates immediately after equipping to group up.,"explicit positioning, distance, retreat movement, pathing, or environment alteration"
00694,14 Real Run 3 - 20 generations,generationLine1,3,14 Real Run 3 - 20 generations\RunData\generationLine1\3\knowledgebase.txt,3,,Equip bow in hand if not already holding it when enemies approach.,
00695,14 Real Run 3 - 20 generations,generationLine1,3,14 Real Run 3 - 20 generations\RunData\generationLine1\3\knowledgebase.txt,4,,Prioritize bow attacks on closest zombies under 5 blocks.,
00696,14 Real Run 3 - 20 generations,generationLine1,3,14 Real Run 3 - 20 generations\RunData\generationLine1\3\knowledgebase.txt,5,Self Preservation,Eat bread until full first if health is low before fighting or moving.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00697,14 Real Run 3 - 20 generations,generationLine1,3,14 Real Run 3 - 20 generations\RunData\generationLine1\3\knowledgebase.txt,6,Mutualism|Self Preservation,Avoid melee unless no arrows left; ranged minimizes damage.,"explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00698,14 Real Run 3 - 20 generations,generationLine1,3,14 Real Run 3 - 20 generations\RunData\generationLine1\3\knowledgebase.txt,7,Communication|Self Preservation,"Send messages on zombie kills, low health, arrow/bread usage; urge teammate to stay close.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00699,14 Real Run 3 - 20 generations,generationLine1,3,14 Real Run 3 - 20 generations\RunData\generationLine1\3\knowledgebase.txt,8,Communication,Ignore dead teammates when sending messages.,"explicit speaking, messaging, alerting, or communication/logging control"
00700,14 Real Run 3 - 20 generations,generationLine1,3,14 Real Run 3 - 20 generations\RunData\generationLine1\3\knowledgebase.txt,9,Self Preservation,"Pick up any dropped bows, arrows, or bread.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00701,14 Real Run 3 - 20 generations,generationLine1,4,14 Real Run 3 - 20 generations\RunData\generationLine1\4\knowledgebase.txt,1,Self Preservation,Equip leather tunic immediately for armor.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00702,14 Real Run 3 - 20 generations,generationLine1,4,14 Real Run 3 - 20 generations\RunData\generationLine1\4\knowledgebase.txt,2,,Equip bow in hand if not already holding it when enemies approach.,
00703,14 Real Run 3 - 20 generations,generationLine1,4,14 Real Run 3 - 20 generations\RunData\generationLine1\4\knowledgebase.txt,3,,Prioritize bow attacks on closest zombies under 5 blocks; clear local threats before moving.,
00704,14 Real Run 3 - 20 generations,generationLine1,4,14 Real Run 3 - 20 generations\RunData\generationLine1\4\knowledgebase.txt,4,Spatial Coordination & Architecture,Move toward teammate coordinates only after no enemies within 5 blocks.,"explicit positioning, distance, retreat movement, pathing, or environment alteration"
00705,14 Real Run 3 - 20 generations,generationLine1,4,14 Real Run 3 - 20 generations\RunData\generationLine1\4\knowledgebase.txt,5,Self Preservation,Eat bread until full hunger if health < 12 before fighting or moving.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00706,14 Real Run 3 - 20 generations,generationLine1,4,14 Real Run 3 - 20 generations\RunData\generationLine1\4\knowledgebase.txt,6,Mutualism|Self Preservation,Avoid melee unless no arrows left; ranged minimizes damage.,"explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00707,14 Real Run 3 - 20 generations,generationLine1,4,14 Real Run 3 - 20 generations\RunData\generationLine1\4\knowledgebase.txt,7,Communication|Mutualism|Self Preservation,"Send messages on zombie kills (report arrow count left), low health, arrow/bread usage; urge teammate to stay close and coordinate.","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00708,14 Real Run 3 - 20 generations,generationLine1,4,14 Real Run 3 - 20 generations\RunData\generationLine1\4\knowledgebase.txt,8,Communication,Ignore dead teammates when sending messages.,"explicit speaking, messaging, alerting, or communication/logging control"
00709,14 Real Run 3 - 20 generations,generationLine1,4,14 Real Run 3 - 20 generations\RunData\generationLine1\4\knowledgebase.txt,9,Self Preservation,"Pick up any dropped bows, arrows, bread, or stone sword.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00710,14 Real Run 3 - 20 generations,generationLine1,5,14 Real Run 3 - 20 generations\RunData\generationLine1\5\knowledgebase.txt,1,Self Preservation,Equip leather tunic immediately upon item pickup before any other action.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00711,14 Real Run 3 - 20 generations,generationLine1,5,14 Real Run 3 - 20 generations\RunData\generationLine1\5\knowledgebase.txt,2,,Equip bow in hand only when enemies approach if not already holding it.,
00712,14 Real Run 3 - 20 generations,generationLine1,5,14 Real Run 3 - 20 generations\RunData\generationLine1\5\knowledgebase.txt,3,,Prioritize bow attacks on closest zombies within 5 blocks; clear them before moving.,
00713,14 Real Run 3 - 20 generations,generationLine1,5,14 Real Run 3 - 20 generations\RunData\generationLine1\5\knowledgebase.txt,4,,Never equip stone sword unless arrows reach 0.,
00714,14 Real Run 3 - 20 generations,generationLine1,5,14 Real Run 3 - 20 generations\RunData\generationLine1\5\knowledgebase.txt,5,Self Preservation,"Eat bread until full hunger immediately if health < 10, even mid-combat.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00715,14 Real Run 3 - 20 generations,generationLine1,5,14 Real Run 3 - 20 generations\RunData\generationLine1\5\knowledgebase.txt,6,Spatial Coordination & Architecture,Move toward teammate coordinates only after no enemies within 5 blocks.,"explicit positioning, distance, retreat movement, pathing, or environment alteration"
00716,14 Real Run 3 - 20 generations,generationLine1,5,14 Real Run 3 - 20 generations\RunData\generationLine1\5\knowledgebase.txt,7,Communication|Self Preservation,"Send messages to live teammates only on zombie kills (report arrows left), low health, arrow/bread usage; urge staying close.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00717,14 Real Run 3 - 20 generations,generationLine1,5,14 Real Run 3 - 20 generations\RunData\generationLine1\5\knowledgebase.txt,8,Self Preservation,"Pick up any dropped bows, arrows, bread, or stone sword.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00718,14 Real Run 3 - 20 generations,generationLine1,6,14 Real Run 3 - 20 generations\RunData\generationLine1\6\knowledgebase.txt,1,Self Preservation,Equip leather tunic immediately upon item pickup before any other action.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00719,14 Real Run 3 - 20 generations,generationLine1,6,14 Real Run 3 - 20 generations\RunData\generationLine1\6\knowledgebase.txt,2,,Do not equip bow manually; directly bow_attack the closest zombie within 5 blocks when enemies approach.,
00720,14 Real Run 3 - 20 generations,generationLine1,6,14 Real Run 3 - 20 generations\RunData\generationLine1\6\knowledgebase.txt,3,,Prioritize bow attacks on closest zombies within 5 blocks; clear them before moving.,
00721,14 Real Run 3 - 20 generations,generationLine1,6,14 Real Run 3 - 20 generations\RunData\generationLine1\6\knowledgebase.txt,4,,Never equip stone sword unless arrows reach 0.,
00722,14 Real Run 3 - 20 generations,generationLine1,6,14 Real Run 3 - 20 generations\RunData\generationLine1\6\knowledgebase.txt,5,Self Preservation,"Eat bread until full hunger immediately if health < 12, even mid-combat.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00723,14 Real Run 3 - 20 generations,generationLine1,6,14 Real Run 3 - 20 generations\RunData\generationLine1\6\knowledgebase.txt,6,Spatial Coordination & Architecture,Move toward teammate coordinates only after no enemies within 5 blocks.,"explicit positioning, distance, retreat movement, pathing, or environment alteration"
00724,14 Real Run 3 - 20 generations,generationLine1,6,14 Real Run 3 - 20 generations\RunData\generationLine1\6\knowledgebase.txt,7,Communication|Self Preservation,"Send messages to live teammates only on zombie kills (report arrows left), low health, arrow/bread usage; urge staying close.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00725,14 Real Run 3 - 20 generations,generationLine1,6,14 Real Run 3 - 20 generations\RunData\generationLine1\6\knowledgebase.txt,8,Self Preservation,"Pick up any dropped bows, arrows, bread, or stone sword.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00726,14 Real Run 3 - 20 generations,generationLine1,7,14 Real Run 3 - 20 generations\RunData\generationLine1\7\knowledgebase.txt,1,Self Preservation,Equip leather tunic immediately upon item pickup before any other action.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00727,14 Real Run 3 - 20 generations,generationLine1,7,14 Real Run 3 - 20 generations\RunData\generationLine1\7\knowledgebase.txt,2,,Do not equip bow manually; directly bow_attack the closest zombie within 5 blocks when enemies approach.,
00728,14 Real Run 3 - 20 generations,generationLine1,7,14 Real Run 3 - 20 generations\RunData\generationLine1\7\knowledgebase.txt,3,,Prioritize bow attacks on closest zombies within 5 blocks; attack next closest after a kill until all reported cleared before any other action.,
00729,14 Real Run 3 - 20 generations,generationLine1,7,14 Real Run 3 - 20 generations\RunData\generationLine1\7\knowledgebase.txt,4,,Equip stone sword and switch to melee_attack only if arrows reach 0.,
00730,14 Real Run 3 - 20 generations,generationLine1,7,14 Real Run 3 - 20 generations\RunData\generationLine1\7\knowledgebase.txt,5,Self Preservation,"Eat bread until full hunger if health < 12, but only after all enemies within 5 blocks are cleared.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00731,14 Real Run 3 - 20 generations,generationLine1,7,14 Real Run 3 - 20 generations\RunData\generationLine1\7\knowledgebase.txt,6,Spatial Coordination & Architecture,Move toward teammate coordinates only after no enemies within 5 blocks.,"explicit positioning, distance, retreat movement, pathing, or environment alteration"
00732,14 Real Run 3 - 20 generations,generationLine1,7,14 Real Run 3 - 20 generations\RunData\generationLine1\7\knowledgebase.txt,7,Communication|Self Preservation,"Send messages to live teammates only after clearing enemies; limit to zombie kills (report arrows left), low health, low arrows/bread.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00733,14 Real Run 3 - 20 generations,generationLine1,7,14 Real Run 3 - 20 generations\RunData\generationLine1\7\knowledgebase.txt,8,Self Preservation,"Pick up any dropped bows, arrows, bread, or stone sword.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00734,14 Real Run 3 - 20 generations,generationLine1,8,14 Real Run 3 - 20 generations\RunData\generationLine1\8\knowledgebase.txt,1,Self Preservation,Equip leather tunic immediately upon item pickup before any other action.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00735,14 Real Run 3 - 20 generations,generationLine1,8,14 Real Run 3 - 20 generations\RunData\generationLine1\8\knowledgebase.txt,2,,Do not equip bow manually; directly bow_attack the closest zombie within 5 blocks when enemies approach.,
00736,14 Real Run 3 - 20 generations,generationLine1,8,14 Real Run 3 - 20 generations\RunData\generationLine1\8\knowledgebase.txt,3,,"Prioritize bow attacks on closest zombies within 5 blocks; attack next closest after a kill until all reported cleared before eating, messaging, or any other action.",
00737,14 Real Run 3 - 20 generations,generationLine1,8,14 Real Run 3 - 20 generations\RunData\generationLine1\8\knowledgebase.txt,4,,Equip stone sword and switch to melee_attack only if arrows reach 0.,
00738,14 Real Run 3 - 20 generations,generationLine1,8,14 Real Run 3 - 20 generations\RunData\generationLine1\8\knowledgebase.txt,5,Self Preservation,"Eat bread until full hunger only if health < 12 AND all enemies within 5 blocks confirmed cleared (latest ""no longer a threat"" event).","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
00739,14 Real Run 3 - 20 generations,generationLine1,8,14 Real Run 3 - 20 generations\RunData\generationLine1\8\knowledgebase.txt,6,Spatial Coordination & Architecture,Move toward teammate coordinates only after no enemies within 5 blocks.,"explicit positioning, distance, retreat movement, pathing, or environment alteration"
